unix_ts,mains,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub11,sub12,sub13,sub14,sub15,sub16,sub17,sub18,sub19,sub20,sub21,sub22,sub23,sub24
1460015766,,0,1,0,2,0,0,6,136,0,0,170,112,19,19,0,0,5,4,23,2,41,3,0,78
1460015767,,0,1,0,2,0,0,5,136,0,0,169,112,19,19,0,0,5,4,24,2,41,3,0,79
1460015768,633,0,1,0,2,0,0,6,136,0,0,172,112,19,19,0,0,5,4,23,2,43,3,0,78
1460015769,,0,1,0,2,0,0,6,136,0,0,170,112,19,19,0,0,5,4,23,2,43,3,0,79
1460015770,,0,1,0,2,0,0,6,137,0,0,170,112,19,19,0,0,5,4,23,2,43,3,0,79
1460015771,,0,1,0,2,0,0,6,136,0,0,170,112,19,19,0,0,5,4,23,2,43,3,0,78
1460015772,,0,1,0,2,0,0,6,136,0,0,171,112,18,19,0,0,5,4,23,2,43,3,0,78
1460015773,,0,1,0,2,0,0,6,136,0,0,170,112,19,19,0,0,5,4,24,2,43,3,0,79
1460015774,,0,1,0,2,0,0,5,137,0,0,171,112,19,19,0,0,5,4,23,2,45,3,0,77
1460015775,,0,1,0,2,0,0,6,136,0,0,170,99,19,19,0,0,5,4,23,3,43,3,0,79
1460015776,,0,1,0,1,0,0,6,136,0,0,170,99,19,19,0,0,5,4,24,2,43,3,0,78
1460015777,,0,1,0,2,0,0,6,136,0,0,171,99,19,19,0,0,5,4,23,2,43,3,0,78
1460015778,,0,1,0,2,0,0,5,136,0,0,171,100,19,19,0,0,5,4,23,2,43,3,0,78
1460015779,,0,1,0,2,0,0,6,136,0,0,170,99,19,18,0,0,5,4,23,3,43,3,0,79
1460015780,,0,1,0,2,0,0,6,135,0,0,169,98,19,19,0,0,5,4,23,3,44,3,0,79
1460015781,,0,1,0,2,0,0,6,135,0,0,169,100,19,19,0,0,5,4,24,2,43,3,0,68
1460015782,,0,1,0,2,0,0,6,135,0,0,170,99,19,19,0,0,5,4,23,2,43,3,0,69
1460015783,612,0,1,0,2,0,0,5,135,0,0,171,99,19,19,0,0,5,4,23,2,43,3,0,67
1460015784,,0,1,0,2,0,0,6,135,0,0,169,99,19,19,0,0,5,4,23,2,43,3,0,68
1460015785,,0,1,0,2,0,0,6,132,0,0,171,99,19,19,0,0,5,4,23,3,42,3,0,68
1460015786,,0,1,0,2,0,0,6,132,0,0,171,97,19,19,0,0,5,4,23,3,41,3,0,70
1460015787,,0,1,0,2,0,0,6,132,0,0,169,97,19,19,0,0,5,4,23,2,41,3,0,67
1460015788,,0,1,0,1,0,0,5,132,0,0,171,98,19,19,0,0,5,4,23,3,41,4,0,68
1460015789,,0,1,0,2,0,0,6,132,0,0,170,97,19,19,0,0,5,4,24,2,40,3,0,68
1460015790,,0,1,0,2,0,0,6,132,0,0,170,85,19,19,0,0,5,4,23,2,40,3,0,69
1460015791,,0,1,0,2,0,0,6,132,0,0,171,84,19,19,0,0,5,4,23,2,40,3,0,80
1460015792,,0,1,0,2,0,0,5,133,0,0,171,84,19,19,0,0,5,4,23,3,41,3,0,82
1460015793,,0,1,0,2,0,0,6,132,0,0,169,84,19,19,0,0,5,4,23,2,44,3,0,82
1460015794,,0,1,0,2,0,0,5,133,0,0,171,96,19,19,0,0,5,4,23,2,44,3,0,82
1460015795,,0,1,0,2,0,0,6,133,0,0,169,95,19,19,0,0,5,4,23,2,43,3,0,81
1460015796,,0,1,0,2,0,0,6,133,0,0,169,96,19,19,0,0,5,4,23,3,43,3,0,81
1460015797,,0,1,0,2,0,0,6,132,0,0,170,99,19,19,0,0,5,4,23,2,44,3,0,81
1460015798,620,0,1,0,2,0,0,6,132,0,0,170,100,19,19,0,0,5,4,23,2,44,3,0,80
1460015799,,0,1,0,2,0,0,5,132,0,0,170,99,18,19,0,0,5,4,23,2,43,3,0,83
1460015800,,0,1,0,1,0,0,6,132,0,0,169,99,19,19,0,0,5,4,23,2,44,3,0,80
1460015801,,0,1,0,2,0,0,6,131,0,0,172,99,19,19,0,0,5,4,23,2,43,3,0,80
1460015802,,0,1,0,2,0,0,6,131,0,0,170,99,19,19,0,0,5,4,23,2,43,3,0,80
1460015803,,0,1,0,2,0,0,6,131,0,0,170,99,18,19,0,0,5,4,23,2,43,3,0,82
1460015804,,0,1,0,2,0,0,6,131,0,0,172,99,19,19,0,0,5,4,23,2,43,3,0,81
1460015805,,0,1,0,2,0,0,6,131,0,0,172,99,19,19,0,0,5,4,23,3,43,3,0,80
1460015806,,0,1,0,2,0,0,5,131,0,0,170,100,19,19,0,0,5,4,23,2,43,3,0,80
1460015807,,0,1,0,2,0,0,6,131,0,0,170,99,19,19,0,0,5,4,23,2,43,3,0,80
1460015808,,0,1,0,2,0,0,5,131,0,0,171,99,19,19,0,0,5,4,23,2,43,3,0,80
1460015809,,0,1,0,2,0,0,6,131,0,0,171,99,19,19,0,0,5,4,23,2,43,3,0,80
1460015810,,0,1,0,2,0,0,6,131,0,0,172,112,19,18,0,0,5,4,23,2,41,3,0,80
1460015811,,0,1,0,2,0,0,6,131,0,0,171,112,19,19,0,0,5,4,23,2,41,3,0,80
1460015812,,0,1,0,2,0,0,6,131,0,0,170,112,19,19,0,0,5,4,23,2,41,3,0,80
1460015813,629,0,1,0,2,0,0,6,131,0,0,171,112,19,19,0,0,5,4,23,2,43,3,0,79
1460015814,,0,1,0,2,0,0,5,131,0,0,171,112,19,19,0,0,5,4,23,2,43,3,0,80
1460015815,,0,1,0,2,0,0,6,131,0,0,170,112,19,19,0,0,5,4,24,2,43,3,0,79
1460015816,,0,1,0,2,0,0,6,131,0,0,170,112,19,19,0,0,5,4,24,3,44,3,0,81
1460015817,,0,1,0,2,0,0,6,131,0,0,170,112,19,19,0,0,5,4,23,2,43,3,0,79
1460015818,,0,1,0,2,0,0,6,131,0,0,170,112,19,19,0,0,5,4,23,2,43,3,0,79
1460015819,,0,1,0,2,0,0,5,131,0,0,171,112,19,19,0,0,5,4,23,3,42,3,0,80
1460015820,,0,1,0,2,0,0,6,131,0,0,170,112,19,19,0,0,5,4,23,3,42,3,0,80
1460015821,,0,1,0,2,0,0,6,131,0,0,169,112,19,19,0,0,5,4,23,2,43,3,0,79
1460015822,,0,1,0,2,0,0,5,131,0,0,171,112,19,19,0,0,5,4,23,2,43,3,0,80
1460015823,,0,1,0,2,0,0,6,131,0,0,170,112,19,19,0,0,5,4,24,2,43,3,0,80
1460015824,,0,1,0,1,0,0,6,131,0,0,170,112,19,19,0,0,5,4,23,2,43,3,0,79
1460015825,,0,1,0,2,0,0,6,130,0,0,170,112,19,19,0,0,5,4,23,2,43,3,0,79
1460015826,,0,1,0,2,0,0,6,131,0,0,171,112,19,19,0,0,5,4,24,2,41,3,0,79
1460015827,,0,1,0,2,0,0,6,130,0,0,171,112,19,18,0,0,5,4,23,2,41,3,0,80
1460015828,628,0,1,0,2,0,0,6,130,0,0,170,112,19,19,0,0,5,4,23,2,40,3,0,79
1460015829,,0,1,0,2,0,0,6,130,0,0,170,112,19,18,0,0,5,4,25,2,40,3,0,80
1460015830,,0,1,0,2,0,0,6,130,0,0,172,112,19,19,0,0,5,4,24,3,41,3,0,79
1460015831,,0,1,0,2,0,0,6,130,0,0,170,112,18,19,0,0,5,4,24,3,42,3,0,79
1460015832,,0,1,0,2,0,0,5,130,0,0,170,112,19,19,0,0,5,4,25,3,42,3,0,78
1460015833,,0,1,0,2,0,0,5,130,0,0,170,112,19,19,0,0,5,4,23,3,43,3,0,81
1460015834,,0,1,0,2,0,0,6,129,0,0,170,112,19,19,0,0,5,4,23,2,43,3,0,78
1460015835,,0,1,0,2,0,0,6,130,0,0,169,112,19,19,0,0,5,4,23,2,42,3,0,78
1460015836,,0,1,0,2,0,0,6,130,0,0,171,112,19,19,0,0,5,4,24,2,43,3,0,79
1460015837,,0,1,0,2,0,0,6,130,0,0,170,112,19,19,0,0,5,4,23,2,42,3,0,81
1460015838,,0,1,0,2,0,0,5,130,0,0,169,112,19,19,0,0,5,4,23,3,43,3,0,79
1460015839,,0,1,0,2,0,0,6,130,0,0,171,112,19,19,0,0,5,4,23,2,43,3,0,78
1460015840,,0,1,0,2,0,0,6,130,0,0,171,110,19,19,0,0,5,4,24,3,43,3,0,78
1460015841,,0,1,0,2,0,0,6,130,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,79
1460015842,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,2,42,3,0,78
1460015843,626,0,1,0,2,0,0,5,130,0,0,170,110,19,19,0,0,5,4,23,2,43,3,0,79
1460015844,,0,1,0,2,0,0,6,130,0,0,170,110,19,19,0,0,5,4,23,2,43,3,0,78
1460015845,,0,1,0,2,0,0,5,130,0,0,169,110,19,19,0,0,5,4,23,3,42,3,0,79
1460015846,,0,1,0,2,0,0,5,130,0,0,171,110,19,19,0,0,5,4,23,2,41,3,0,78
1460015847,,0,1,0,2,0,0,5,129,0,0,169,110,19,19,0,0,5,4,23,2,41,3,0,79
1460015848,,0,1,0,2,0,0,6,129,0,0,171,110,19,19,0,0,5,4,23,2,41,3,0,79
1460015849,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,24,2,40,3,0,78
1460015850,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,23,2,41,3,0,80
1460015851,,0,1,0,2,0,0,6,129,0,0,169,110,19,18,0,0,5,4,23,2,41,3,0,78
1460015852,,0,1,0,2,0,0,6,129,0,0,171,110,19,19,0,0,5,4,23,3,41,3,0,79
1460015853,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,24,2,43,3,0,79
1460015854,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,23,2,42,3,0,80
1460015855,,0,1,0,2,0,0,5,129,0,0,171,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015856,,0,1,0,2,0,0,6,129,0,0,169,110,19,19,0,0,5,4,23,2,43,3,0,78
1460015857,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,79
1460015858,625,0,1,0,2,0,0,6,129,0,0,172,110,19,19,0,0,5,4,23,3,42,3,0,80
1460015859,,0,1,0,2,0,0,6,129,0,0,171,110,19,19,0,0,5,4,23,2,43,3,0,78
1460015860,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015861,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,79
1460015862,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,24,2,43,3,0,78
1460015863,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,80
1460015864,,0,1,0,2,0,0,5,129,0,0,171,110,19,19,0,0,5,4,23,3,42,3,0,78
1460015865,,0,1,0,2,0,0,6,129,0,0,171,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015866,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,24,3,41,4,0,77
1460015867,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,2,41,3,0,79
1460015868,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,2,41,3,0,78
1460015869,,0,1,0,2,0,0,5,129,0,0,171,110,19,19,0,0,5,4,23,3,41,3,0,77
1460015870,,0,1,0,2,0,0,6,129,0,0,171,110,19,19,0,0,5,4,23,2,41,3,0,77
1460015871,,0,1,0,2,0,0,6,129,0,0,169,110,19,19,0,0,5,4,24,3,43,3,0,79
1460015872,,0,1,0,1,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015873,625,0,1,0,2,0,0,5,129,0,0,169,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015874,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015875,,0,1,0,2,0,0,6,129,0,0,171,110,19,19,0,0,5,4,24,3,43,4,0,78
1460015876,,0,1,0,2,0,0,6,129,0,0,171,110,19,19,0,0,5,4,23,3,43,3,0,79
1460015877,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,79
1460015878,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015879,,0,1,0,2,0,0,6,129,0,0,171,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015880,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,2,43,3,0,80
1460015881,,0,1,0,2,0,0,5,129,0,0,171,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015882,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,79
1460015883,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,23,3,41,3,0,78
1460015884,,0,1,0,2,0,0,6,128,0,0,170,110,19,19,0,0,5,4,23,3,41,3,0,79
1460015885,,0,1,0,2,0,0,5,128,0,0,170,110,19,19,0,0,5,4,23,3,41,3,0,78
1460015886,,0,1,0,2,0,0,6,129,0,0,168,110,19,19,0,0,5,4,23,3,41,3,0,78
1460015887,,0,1,0,2,0,0,6,129,0,0,169,110,19,19,0,0,5,4,23,2,41,3,0,79
1460015888,622,0,1,0,2,0,0,6,128,0,0,170,110,19,19,0,0,5,4,24,3,43,3,0,79
1460015889,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,79
1460015890,,0,1,0,2,0,0,6,129,0,0,169,110,19,19,0,0,5,4,23,2,43,3,0,78
1460015891,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015892,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,42,3,0,79
1460015893,,0,1,0,2,0,0,6,129,0,0,169,110,19,19,0,0,5,4,23,3,42,3,0,78
1460015894,,0,1,0,2,0,0,6,128,0,0,172,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015895,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015896,,0,1,0,1,0,0,5,129,0,0,170,110,19,19,0,0,5,4,23,3,43,3,0,77
1460015897,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,24,3,42,3,0,80
1460015898,,0,1,0,2,0,0,5,129,0,0,171,110,19,19,0,0,5,4,23,3,42,3,0,78
1460015899,,0,1,0,2,0,0,6,129,0,0,170,110,19,19,0,0,5,4,23,3,43,4,0,78
1460015900,,0,1,0,2,0,0,6,129,0,0,171,110,19,19,0,0,5,4,23,2,43,3,0,77
1460015901,,0,1,0,2,0,0,5,129,0,0,170,110,19,19,0,0,5,4,23,2,41,3,0,79
1460015902,,0,1,0,2,0,0,5,128,0,0,169,110,19,19,0,0,5,4,23,2,41,3,0,78
1460015903,623,0,1,0,2,0,0,5,128,0,0,171,110,19,19,0,0,5,4,23,2,41,3,0,77
1460015904,,0,1,0,2,0,0,6,128,0,0,169,110,19,19,0,0,5,4,23,2,41,3,0,78
1460015905,,0,1,0,2,0,0,6,128,0,0,170,110,19,19,0,0,5,4,23,3,41,3,0,78
1460015906,,0,1,0,2,0,0,5,128,0,0,171,110,19,19,0,0,5,4,23,3,41,3,0,78
1460015907,,0,1,0,2,0,0,6,128,0,0,169,110,19,19,0,0,5,4,23,2,41,3,0,78
1460015908,,0,1,0,2,0,0,5,128,0,0,171,110,19,19,0,0,5,4,23,3,44,3,0,78
1460015909,,0,1,0,2,0,0,6,128,0,0,171,110,19,19,0,0,5,4,23,3,44,3,0,78
1460015910,,0,1,0,2,0,0,6,128,0,0,171,110,19,19,0,0,5,4,24,2,43,4,0,78
1460015911,,0,1,0,2,0,0,6,128,0,0,171,110,19,19,0,0,5,4,23,3,43,3,0,78
1460015912,,0,1,0,2,0,0,6,128,0,0,172,110,19,19,0,0,5,4,23,3,44,3,0,78
1460015913,,0,1,0,2,0,0,5,128,0,0,171,110,19,19,0,0,5,4,23,2,43,3,0,79
1460015914,,0,1,0,2,0,0,6,128,0,0,170,110,19,19,0,0,5,4,23,2,43,3,0,79
1460015915,,0,1,0,2,0,0,6,128,0,0,171,110,19,19,0,0,5,4,23,2,43,3,0,78
1460015916,,0,1,0,2,0,0,6,128,0,0,171,110,19,19,0,0,5,4,23,2,43,3,0,79
1460015917,,0,1,0,2,0,0,6,128,0,0,171,110,19,19,0,0,5,4,23,2,43,3,0,79
1460015918,626,0,1,0,2,0,0,6,128,0,0,170,110,19,19,0,0,5,4,23,2,42,3,0,79
1460015919,,0,1,0,2,0,0,6,128,0,0,170,110,19,19,0,0,5,4,24,2,43,3,0,78
1460015920,,0,1,0,1,0,0,6,128,0,0,171,110,19,19,0,0,5,4,23,2,43,3,0,77
1460015921,,0,1,0,2,0,0,5,128,0,0,171,110,19,19,0,0,5,4,23,2,41,3,0,78
1460015922,,0,1,0,2,0,0,6,128,0,0,171,110,19,19,0,0,5,4,23,2,41,3,0,78
1460015923,,0,1,0,2,0,0,6,128,0,0,170,110,19,19,0,0,5,4,23,3,41,3,0,77
1460015924,,0,1,0,2,0,0,6,128,0,0,169,110,19,19,0,0,5,4,23,2,43,3,0,78
1460015925,,0,1,0,2,0,0,5,128,0,0,169,110,18,19,0,0,5,4,23,2,41,3,0,79
1460015926,,0,1,0,2,0,0,6,128,0,0,171,100,19,19,0,0,5,4,23,3,41,3,0,79
1460015927,,0,1,0,2,0,0,5,128,0,0,170,98,19,19,0,0,5,4,23,2,41,4,0,79
1460015928,,0,1,0,2,0,0,6,128,0,0,170,99,19,19,0,0,5,4,23,3,44,3,0,78
1460015929,,0,1,0,2,0,0,5,128,0,0,170,99,19,19,0,0,5,4,23,2,44,3,0,77
1460015930,,0,1,0,2,0,0,5,128,0,0,170,99,19,19,0,0,5,4,23,2,44,3,0,79
1460015931,,0,1,0,2,0,0,6,129,0,0,171,99,19,19,0,0,5,4,23,2,43,3,0,80
1460015932,,0,1,0,1,0,0,6,129,0,0,170,100,19,19,0,0,5,4,24,2,43,3,0,78
1460015933,616,0,1,0,2,0,0,5,129,0,0,169,99,19,19,0,0,5,4,23,2,43,3,0,78
1460015934,,0,1,0,2,0,0,6,129,0,0,171,107,19,19,0,0,5,4,23,2,42,3,0,78
1460015935,,0,1,0,2,0,0,6,128,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,79
1460015936,,0,1,0,2,0,0,5,128,0,0,169,106,19,19,0,0,5,4,23,2,43,3,0,77
1460015937,,0,1,0,2,0,0,5,128,0,0,170,106,18,19,0,0,5,4,23,3,43,3,0,78
1460015938,,0,1,0,2,0,0,6,128,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,78
1460015939,,0,1,0,2,0,0,6,127,0,0,170,106,19,18,0,0,5,4,23,3,43,3,0,78
1460015940,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,2,43,4,0,77
1460015941,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,79
1460015942,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,2,43,3,0,77
1460015943,,0,1,0,2,0,0,6,127,0,0,172,106,18,19,0,0,5,4,23,3,43,3,0,78
1460015944,,0,1,0,1,0,0,5,127,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,79
1460015945,,0,1,0,2,0,0,5,127,0,0,170,106,19,19,0,0,5,4,24,2,43,3,0,78
1460015946,,0,1,0,2,0,0,5,127,0,0,171,106,19,19,0,0,5,4,23,2,42,3,0,78
1460015947,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,2,42,3,0,78
1460015948,621,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,2,43,3,0,79
1460015949,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,3,42,3,0,78
1460015950,,0,1,0,2,0,0,5,127,0,0,169,106,19,19,0,0,5,4,23,2,43,3,0,78
1460015951,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,78
1460015952,,0,1,0,2,0,0,5,127,0,0,171,106,19,19,0,0,5,4,23,3,43,3,0,79
1460015953,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,78
1460015954,,0,1,0,2,0,0,5,127,0,0,169,106,19,19,0,0,5,4,24,2,44,3,0,78
1460015955,,0,1,0,2,0,0,5,127,0,0,172,106,19,19,0,0,5,4,23,2,43,3,0,78
1460015956,,0,1,0,1,0,0,5,128,0,0,170,106,19,19,0,0,5,4,23,2,42,3,0,78
1460015957,,0,1,0,2,0,0,6,128,0,0,171,106,19,19,0,0,5,4,24,2,42,3,0,79
1460015958,,0,1,0,2,0,0,5,128,0,0,171,106,19,19,0,0,5,4,24,3,43,4,0,78
1460015959,,0,1,0,2,0,0,5,129,0,0,170,106,19,19,0,0,5,4,23,2,43,4,0,78
1460015960,,0,1,0,2,0,0,5,129,0,0,171,106,19,19,0,0,5,4,23,2,43,3,0,78
1460015961,,0,1,0,2,0,0,6,128,0,0,170,106,19,19,0,0,5,4,23,3,41,3,0,79
1460015962,,0,1,0,2,0,0,5,128,0,0,169,106,19,19,0,0,5,4,23,2,41,3,0,79
1460015963,618,0,1,0,2,0,0,5,127,0,0,170,106,19,19,0,0,5,4,23,2,41,3,0,77
1460015964,,0,1,0,2,0,0,6,127,0,0,172,106,19,19,0,0,5,4,23,2,41,3,0,77
1460015965,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,3,41,3,0,80
1460015966,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,3,41,3,0,78
1460015967,,0,1,0,2,0,0,5,127,0,0,171,106,19,19,0,0,5,4,23,2,41,3,0,78
1460015968,,0,1,0,1,0,0,5,128,0,0,171,106,19,19,0,0,5,4,23,2,44,3,0,78
1460015969,,0,1,0,2,0,0,6,128,0,0,170,106,19,19,0,0,5,4,23,2,44,3,0,79
1460015970,,0,1,0,2,0,0,6,128,0,0,170,106,19,19,0,0,5,4,23,2,44,3,0,78
1460015971,,0,1,0,2,0,0,6,128,0,0,172,106,19,19,0,0,5,4,23,2,44,4,0,78
1460015972,,0,1,0,2,0,0,6,128,0,0,171,106,19,19,0,0,5,4,23,2,44,3,0,68
1460015973,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,2,44,3,0,68
1460015974,,0,1,0,2,0,0,5,127,0,0,172,106,19,19,0,0,5,4,23,2,44,3,0,68
1460015975,,0,1,0,2,0,0,5,127,0,0,169,106,19,19,0,0,5,4,23,3,44,3,0,68
1460015976,,0,1,0,2,0,0,5,127,0,0,169,106,19,19,0,0,5,4,23,2,44,3,0,68
1460015977,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,3,44,3,0,69
1460015978,611,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,3,44,3,0,69
1460015979,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,2,44,3,0,68
1460015980,,0,1,0,2,0,0,5,127,0,0,171,106,19,19,0,0,5,4,24,3,44,3,0,68
1460015981,,0,1,0,2,0,0,6,127,0,0,169,106,19,19,0,0,5,4,24,2,44,3,0,68
1460015982,,0,1,0,2,0,0,6,127,0,0,171,107,19,18,0,0,5,4,23,2,43,3,0,70
1460015983,,0,1,0,2,0,0,5,127,0,0,171,106,19,19,0,0,5,4,23,2,43,3,0,82
1460015984,,0,1,0,2,0,0,5,127,0,0,171,106,19,19,0,0,5,4,24,2,43,3,0,83
1460015985,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,2,43,3,0,82
1460015986,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,3,43,3,0,82
1460015987,,0,1,0,2,0,0,6,127,0,0,172,106,19,19,0,0,5,4,23,2,43,3,0,81
1460015988,,0,1,0,2,0,0,5,127,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,81
1460015989,,0,1,0,2,0,0,5,127,0,0,169,106,19,19,0,0,5,4,23,3,43,3,0,81
1460015990,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,2,43,3,0,80
1460015991,,0,1,0,2,0,0,5,126,0,0,170,106,19,19,0,0,5,4,23,3,42,3,0,80
1460015992,,0,1,0,1,0,0,5,126,0,0,170,106,19,19,0,0,5,4,23,3,43,3,0,81
1460015993,621,0,1,0,2,0,0,5,127,0,0,170,106,19,19,0,0,5,4,24,3,43,3,0,80
1460015994,,0,1,0,2,0,0,6,127,0,0,170,106,18,19,0,0,5,4,23,2,43,3,0,80
1460015995,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,82
1460015996,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,2,43,3,0,80
1460015997,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,3,43,3,0,80
1460015998,,0,1,0,2,0,0,5,127,0,0,171,106,19,19,0,0,5,4,23,3,43,3,0,80
1460015999,,0,1,0,2,0,0,6,126,0,0,171,106,19,19,0,0,5,4,23,3,43,4,0,82
1460016000,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,3,43,3,0,80
1460016001,,0,1,0,2,0,0,6,127,0,0,172,106,19,19,0,0,5,4,23,3,43,3,0,80
1460016002,,0,1,0,2,0,0,6,127,0,0,171,106,19,19,0,0,5,4,23,3,43,3,0,80
1460016003,,0,1,0,2,0,0,5,127,0,0,169,107,19,19,0,0,5,4,24,3,41,3,0,81
1460016004,,0,1,0,2,0,0,5,127,0,0,171,106,19,19,0,0,5,4,23,2,40,3,0,80
1460016005,,0,1,0,2,0,0,5,127,0,0,171,106,19,19,0,0,5,4,24,2,41,3,0,80
1460016006,,0,1,0,2,0,0,6,127,0,0,170,107,19,19,0,0,5,4,23,3,41,3,0,79
1460016007,,0,1,0,2,0,0,5,126,0,0,170,107,19,19,0,0,5,4,23,3,43,3,0,79
1460016008,622,0,1,0,2,0,0,5,126,0,0,172,106,19,19,0,0,5,4,23,2,43,3,0,80
1460016009,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,24,3,43,3,0,79
1460016010,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,79
1460016011,,0,1,0,2,0,0,6,127,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,79
1460016012,,0,1,0,2,0,0,6,126,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,81
1460016013,,0,1,0,2,0,0,6,126,0,0,170,106,19,19,0,0,5,4,23,2,43,3,0,80
1460016014,,0,1,0,2,0,0,6,126,0,0,171,106,19,19,0,0,5,4,23,2,43,3,0,79
1460016015,,0,1,0,2,0,0,6,127,0,0,170,107,19,19,0,0,5,4,23,3,41,3,0,79
1460016016,,0,1,0,1,0,0,6,126,0,0,171,106,19,19,0,0,5,4,23,3,41,3,0,80
1460016017,,0,1,0,2,0,0,6,126,0,0,170,106,19,19,0,0,5,4,23,2,41,3,0,79
1460016018,,0,1,0,2,0,0,5,126,0,0,171,106,19,19,0,0,5,4,24,2,44,3,0,80
1460016019,,0,1,0,2,0,0,6,126,0,0,172,106,19,19,0,0,5,4,23,2,43,3,0,79
1460016020,,0,1,0,2,0,0,6,126,0,0,172,107,19,19,0,0,5,4,23,2,44,3,0,79
1460016021,,0,1,0,2,0,0,6,126,0,0,172,106,19,19,0,0,5,4,23,2,42,3,0,79
1460016022,,0,1,0,2,0,0,5,126,0,0,171,106,19,19,0,0,5,4,23,2,43,3,0,78
