unix_ts,mains,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub11,sub12,sub13,sub14,sub15,sub16,sub17,sub18,sub19,sub20,sub21
1505302345,,74,127,0,0,1,21,4,15,2,2,99,40,1,1,0,0,4,1,0,0,0
1505302346,,73,127,0,0,1,20,4,14,2,2,99,40,1,1,0,0,4,1,0,0,0
1505302347,,74,126,0,0,1,20,4,15,2,2,99,41,1,1,0,0,4,1,0,0,0
1505302348,,74,127,0,0,1,21,4,15,2,2,99,40,1,1,0,0,4,1,0,0,0
1505302349,208,73,127,0,0,1,20,4,15,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302350,,73,126,0,0,1,21,4,14,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302351,,73,126,0,0,1,22,4,15,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302352,,75,126,0,0,1,21,4,15,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302353,,74,126,0,0,1,20,4,15,2,2,98,41,1,1,0,0,4,1,0,0,0
1505302354,,75,127,0,0,1,19,4,15,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302355,,75,127,0,0,1,19,4,15,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302356,,77,126,0,0,1,23,4,14,2,2,98,41,1,1,0,0,4,1,0,0,0
1505302357,,74,126,0,0,1,19,4,15,2,2,98,41,1,1,0,0,4,1,0,0,0
1505302358,207,76,126,0,0,1,21,4,14,2,2,99,41,1,1,0,0,4,1,0,0,0
1505302359,,75,127,0,0,1,18,4,15,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302360,,78,127,0,0,1,18,4,15,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302361,,76,126,0,0,1,18,4,15,2,2,98,41,1,1,0,0,4,1,0,0,0
1505302362,,76,126,0,0,1,19,4,14,2,2,98,42,1,1,0,0,4,1,0,0,0
1505302363,,78,126,0,0,1,20,4,15,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302364,,72,126,0,0,1,18,4,15,2,2,98,36,1,1,0,0,4,1,0,0,0
1505302365,202,73,126,0,0,1,16,4,15,2,2,98,36,1,1,0,0,4,1,0,0,0
1505302366,,72,126,0,0,1,20,4,14,2,2,98,36,1,1,0,0,4,1,0,0,0
1505302367,,73,126,0,0,1,15,4,15,2,2,98,35,1,1,0,0,4,1,0,0,0
1505302368,,73,126,0,0,1,17,4,15,2,2,98,36,1,1,0,0,4,1,0,0,0
1505302369,,73,126,0,0,1,17,4,15,2,2,98,36,1,1,0,0,4,1,0,0,0
1505302370,,72,126,0,0,1,16,4,14,2,2,98,36,1,1,0,0,4,1,0,0,0
1505302371,,73,127,0,0,1,16,4,15,2,2,98,36,1,1,0,0,4,1,0,0,0
1505302372,,74,126,0,0,1,17,4,15,2,2,98,36,1,1,0,0,4,1,0,0,0
1505302373,203,74,127,0,0,1,17,4,15,2,2,98,35,1,1,0,0,4,1,0,0,0
1505302374,,86,126,0,0,1,17,4,15,2,2,98,48,1,1,0,0,4,1,0,0,0
1505302375,,84,126,0,0,1,16,4,15,2,2,98,46,1,1,0,0,4,1,0,0,0
1505302376,,83,126,0,0,1,16,4,14,2,2,98,46,1,1,0,0,4,1,0,0,0
1505302377,,83,126,0,0,1,16,4,15,2,2,98,45,1,1,0,0,4,1,0,0,0
1505302378,,81,126,0,0,1,17,4,15,2,2,98,46,1,1,0,0,4,1,0,0,0
1505302379,,81,126,0,0,1,17,4,15,2,2,98,44,1,1,0,0,4,1,0,0,0
1505302380,,81,126,0,0,1,17,4,14,2,2,99,44,1,1,0,0,4,1,0,0,0
1505302381,211,81,126,0,0,1,17,4,15,2,2,98,43,1,1,0,0,4,1,0,0,0
1505302382,,79,126,0,0,1,19,4,14,2,2,98,43,1,1,0,0,4,1,0,0,0
1505302383,,80,125,0,0,1,16,4,15,2,2,98,42,1,1,0,0,4,1,0,0,0
1505302384,,80,126,0,0,1,17,4,15,2,2,98,42,1,1,0,0,4,1,0,0,0
1505302385,,78,126,0,0,1,16,4,15,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302386,,79,129,0,0,1,17,4,15,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302387,,78,129,0,0,1,16,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302388,,78,129,0,0,1,17,4,14,2,2,101,40,1,1,0,0,4,1,0,0,0
1505302389,,78,130,0,0,1,18,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302390,211,78,130,0,0,1,15,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302391,,77,130,0,0,1,15,4,15,2,2,101,42,1,1,0,0,4,1,0,0,0
1505302392,,77,126,0,0,1,16,4,14,2,2,98,40,1,1,0,0,4,1,0,0,0
1505302393,,78,126,0,0,1,16,4,15,2,2,98,41,1,1,0,0,4,1,0,0,0
1505302394,,78,127,0,0,1,17,4,14,2,2,99,41,1,1,0,0,4,1,0,0,0
1505302395,,78,127,0,0,1,17,4,15,2,2,99,41,1,1,0,0,4,1,0,0,0
1505302396,,79,127,0,0,1,17,4,15,2,2,99,41,1,1,0,0,4,1,0,0,0
1505302397,208,77,127,0,0,1,18,4,15,2,2,99,40,1,1,0,0,4,1,0,0,0
1505302398,,79,127,0,0,0,18,4,14,2,2,98,41,1,1,0,0,4,1,0,0,0
1505302399,,77,127,0,0,1,18,4,15,2,2,99,41,1,1,0,0,4,1,0,0,0
1505302400,,78,126,0,0,1,19,4,14,2,2,98,41,1,1,0,0,4,1,0,0,0
1505302401,,78,127,0,0,1,19,4,15,2,2,98,41,1,1,0,0,4,1,0,0,0
1505302402,,77,127,0,0,1,17,4,15,2,2,98,41,1,1,0,0,4,1,0,0,0
1505302403,,79,128,0,0,1,19,4,15,2,2,99,40,1,1,0,0,4,1,0,0,0
1505302404,,77,127,0,0,1,16,4,14,2,3,99,42,1,1,0,0,4,1,0,0,0
1505302405,,77,127,0,0,1,17,4,15,2,2,99,41,1,1,0,0,4,1,0,0,0
1505302406,,77,127,0,0,1,19,4,14,2,2,99,40,1,1,0,0,4,1,0,0,0
1505302407,207,78,127,0,0,1,21,4,15,2,2,99,40,1,1,0,0,4,1,0,0,0
1505302408,,77,128,0,0,1,18,4,15,2,2,99,41,1,1,0,0,4,1,0,0,0
1505302409,,77,128,0,0,1,19,4,15,2,2,100,41,1,1,0,0,4,1,0,0,0
1505302410,,77,128,0,0,1,22,4,14,2,2,100,40,1,1,0,0,4,1,0,0,0
1505302411,,78,129,0,0,1,20,4,15,2,2,100,41,1,1,0,0,4,1,0,0,0
1505302412,,77,129,0,0,1,21,4,15,2,2,100,41,1,1,0,0,4,1,0,0,0
1505302413,,76,128,0,0,1,19,4,15,2,2,100,40,1,1,0,0,4,1,0,0,0
1505302414,210,78,128,0,0,1,20,4,15,2,2,100,41,1,1,0,0,4,1,0,0,0
1505302415,,77,129,0,0,1,24,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302416,,77,129,0,0,1,21,4,15,2,2,100,42,1,1,0,0,4,1,0,0,0
1505302417,,77,128,0,0,1,21,4,15,2,2,101,40,1,1,0,0,4,1,0,0,0
1505302418,,77,129,0,0,1,20,4,14,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302419,,78,130,0,0,1,20,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302420,,79,130,0,0,1,22,4,15,2,2,101,40,1,1,0,0,4,1,0,0,0
1505302421,,78,129,0,0,1,24,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302422,,77,129,0,0,0,22,4,14,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302423,,77,129,0,0,1,23,4,15,2,2,101,40,1,1,0,0,4,1,0,0,0
1505302424,,77,129,0,0,1,23,4,15,2,2,101,40,1,1,0,0,4,1,0,0,0
1505302425,,77,130,0,0,1,25,4,15,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302426,211,77,130,0,0,0,23,4,15,2,2,102,44,1,1,0,0,4,1,0,0,0
1505302427,,78,131,0,0,1,24,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302428,,77,130,0,0,0,23,4,15,2,2,101,43,1,1,0,0,4,1,0,0,0
1505302429,211,76,131,0,0,1,24,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302430,,78,129,0,0,1,24,4,14,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302431,,77,130,0,0,1,23,4,15,2,2,101,40,1,1,0,0,4,1,0,0,0
1505302432,,77,130,0,0,1,24,4,15,2,2,101,40,1,1,0,0,4,1,0,0,0
1505302433,,76,130,0,0,1,23,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302434,,77,129,0,0,1,24,4,14,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302435,,77,130,0,0,1,24,4,15,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302436,,77,130,0,0,1,25,4,14,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302437,212,80,131,0,0,1,24,4,15,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302438,,76,130,0,0,1,25,4,15,2,2,102,42,1,1,0,0,4,1,0,0,0
1505302439,,78,130,0,0,1,23,4,15,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302440,,77,130,0,0,1,24,4,14,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302441,,77,130,0,0,1,23,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302442,,77,131,0,0,1,23,4,15,2,2,102,42,1,1,0,0,4,1,0,0,0
1505302443,,76,130,0,0,1,24,4,15,2,2,101,40,1,1,0,0,4,1,0,0,0
1505302444,,77,130,0,0,1,23,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302445,,77,130,0,0,1,23,4,15,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302446,211,76,130,0,0,1,24,4,15,2,2,102,41,1,1,0,0,5,1,0,0,0
1505302447,,76,130,0,0,1,24,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302448,,78,129,0,0,1,25,4,14,2,2,101,40,1,1,0,0,4,1,0,0,0
1505302449,,77,130,0,0,1,24,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302450,,77,130,0,0,1,24,4,15,2,2,101,41,1,1,0,0,4,1,0,0,0
1505302451,,76,130,0,0,1,24,4,15,2,2,103,42,1,1,0,0,4,1,0,0,0
1505302452,,77,131,0,0,1,24,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302453,,77,131,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302454,212,78,131,0,0,1,24,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302455,,77,131,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302456,,79,131,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302457,,76,132,0,0,1,24,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302458,,76,130,0,0,1,25,4,14,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302459,,75,131,0,0,1,24,4,15,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302460,,73,130,0,0,1,25,4,14,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302461,211,74,130,0,0,1,23,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302462,,74,130,0,0,1,24,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302463,,74,131,0,0,1,24,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302464,,73,130,0,0,1,25,4,14,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302465,,73,130,0,0,1,23,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302466,,75,130,0,0,1,24,4,14,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302467,,76,130,0,0,1,24,4,15,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302468,,76,131,0,0,1,25,4,15,2,2,103,42,1,1,0,0,4,1,0,0,0
1505302469,212,75,131,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302470,,75,130,0,0,1,25,4,14,2,2,102,41,1,1,0,0,4,1,0,0,0
1505302471,,77,131,0,0,1,24,4,15,2,2,102,40,1,1,0,0,4,1,0,0,0
1505302472,,75,131,0,0,1,25,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302473,,75,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302474,,75,131,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302475,,73,132,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302476,,73,131,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302477,211,74,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302478,,74,130,0,0,1,24,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302479,,74,131,0,0,1,23,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302480,,74,132,0,0,1,23,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302481,,74,132,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302482,,73,131,0,0,0,24,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302483,,73,131,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302484,,74,131,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302485,,74,131,0,0,1,25,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302486,212,74,131,0,0,1,25,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302487,,74,132,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302488,,75,132,0,0,1,24,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302489,,74,132,0,0,1,24,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302490,,73,131,0,0,1,24,4,14,2,2,103,42,1,1,0,0,4,1,0,0,0
1505302491,,74,132,0,0,1,24,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302492,,74,132,0,0,1,24,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302493,213,74,132,0,0,1,23,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302494,,73,132,0,0,1,24,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302495,,73,131,0,0,1,23,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302496,,73,131,0,0,1,24,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302497,,73,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302498,,72,131,0,0,1,23,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302499,,71,130,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302500,,71,130,0,0,1,24,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302501,212,72,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302502,,70,131,0,0,1,24,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302503,,70,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302504,,70,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302505,,70,132,0,0,1,23,4,15,2,3,103,40,1,1,0,0,4,1,0,0,0
1505302506,,69,131,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302507,,69,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302508,,69,132,0,0,1,22,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302509,212,69,132,0,0,1,24,4,15,2,2,104,40,1,1,0,0,5,1,0,0,0
1505302510,,68,132,0,0,1,24,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302511,,69,132,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302512,,69,131,0,0,1,24,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302513,,69,132,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302514,,69,131,0,0,1,24,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302515,,71,131,0,0,1,23,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302516,213,72,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302517,,71,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302518,,71,131,0,0,1,24,4,14,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302519,,70,132,0,0,1,24,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302520,,70,132,0,0,1,24,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302521,,69,132,0,0,1,23,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302522,,72,132,0,0,1,23,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302523,,71,132,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302524,,69,131,0,0,1,24,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302525,,69,131,0,0,1,23,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302526,211,69,131,0,0,1,24,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302527,,69,131,0,0,1,24,4,15,2,2,103,42,1,1,0,0,4,1,0,0,0
1505302528,,69,131,0,0,1,23,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302529,,68,133,0,0,1,24,4,15,2,2,105,41,1,1,0,0,4,1,0,0,0
1505302530,,69,133,0,0,1,24,4,14,2,2,105,40,1,1,0,0,4,1,0,0,0
1505302531,,70,133,0,0,1,24,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302532,,70,132,0,0,1,24,4,14,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302533,,69,132,0,0,1,23,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302534,213,70,132,0,0,1,23,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302535,,69,132,0,0,1,25,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302536,,69,132,0,0,1,24,4,15,2,2,104,43,1,1,0,0,4,1,0,0,0
1505302537,,70,132,0,0,1,23,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302538,,69,132,0,0,1,24,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302539,,70,132,0,0,1,23,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302540,,71,132,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302541,,70,132,0,0,1,23,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302542,,69,131,0,0,1,24,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302543,,70,131,0,0,1,23,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302544,,69,131,0,0,1,23,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302545,,69,131,0,0,1,23,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302546,,70,131,0,0,1,23,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302547,213,69,132,0,0,1,24,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302548,,71,132,0,0,1,24,4,15,2,2,103,42,1,1,0,0,4,1,0,0,0
1505302549,,69,131,0,0,1,23,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302550,213,71,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302551,,70,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302552,,73,131,0,0,1,24,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302553,,70,132,0,0,0,23,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302554,,65,133,0,0,1,24,4,14,2,2,105,36,1,1,0,0,4,1,0,0,1
1505302555,,65,133,0,0,1,23,4,15,2,2,104,36,1,1,0,0,4,1,0,0,0
1505302556,,66,132,0,0,1,23,4,14,2,2,104,36,1,1,0,0,4,1,0,0,0
1505302557,209,64,132,0,0,1,23,4,15,2,2,104,37,1,1,0,0,4,1,0,0,0
1505302558,,65,132,0,0,1,23,4,15,2,2,104,36,1,1,0,0,4,1,0,0,0
1505302559,,66,132,0,0,1,23,4,15,2,2,104,35,1,1,0,0,4,1,0,0,0
1505302560,,65,132,0,0,1,24,4,14,2,2,104,36,1,1,0,0,4,1,0,0,0
1505302561,,64,132,0,0,1,24,4,15,2,2,103,36,1,1,0,0,4,1,0,0,0
1505302562,,65,132,0,0,1,24,4,14,2,2,104,36,1,1,0,0,4,1,0,0,0
1505302563,,65,131,0,0,1,23,4,15,2,2,103,36,1,1,0,0,4,1,0,0,0
1505302564,,77,131,0,0,1,23,4,15,2,2,103,47,1,1,0,0,4,1,0,0,0
1505302565,,77,131,0,0,1,23,5,15,2,2,103,46,1,1,0,0,4,1,0,0,0
1505302566,219,75,132,0,0,1,24,4,14,2,2,105,47,1,1,0,0,4,1,0,0,0
1505302567,,76,133,0,0,1,23,4,15,2,2,105,45,1,1,0,0,4,1,0,0,0
1505302568,,76,132,0,0,1,22,4,14,2,2,104,45,1,1,0,0,4,1,0,0,0
1505302569,,77,132,0,0,1,21,5,15,2,2,104,44,1,1,0,0,4,1,0,0,0
1505302570,,73,133,0,0,1,22,4,15,2,2,104,45,1,1,0,0,4,1,0,0,0
1505302571,,76,132,0,0,1,22,4,15,2,2,104,44,1,1,0,0,4,1,0,0,0
1505302572,215,74,131,0,0,1,21,4,14,2,2,103,43,1,1,0,0,4,1,0,0,0
1505302573,,75,131,0,0,1,21,4,15,2,2,103,42,1,1,0,0,4,1,0,0,0
1505302574,,74,131,0,0,1,23,4,15,2,2,103,43,1,1,0,0,4,1,0,0,0
1505302575,,75,131,0,0,1,20,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302576,,76,131,0,0,1,21,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302577,,75,131,0,0,1,20,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302578,,74,131,0,0,0,23,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302579,,75,131,0,0,1,25,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302580,,74,131,0,0,1,23,4,14,2,2,103,43,1,1,0,0,4,1,0,0,0
1505302581,,72,131,0,0,1,22,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302582,212,75,132,0,0,1,19,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302583,,71,131,0,0,0,21,4,15,2,2,103,42,1,1,0,0,4,1,0,0,0
1505302584,,71,131,0,0,1,23,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302585,,71,131,0,0,0,21,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302586,,71,131,0,0,1,22,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302587,,71,132,0,0,1,22,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302588,,71,132,0,0,1,22,4,14,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302589,,71,133,0,0,1,23,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302590,213,72,132,0,0,1,23,4,14,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302591,,71,132,0,0,1,21,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302592,,72,132,0,0,1,23,4,14,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302593,,72,131,0,0,1,21,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302594,,75,131,0,0,1,22,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302595,,72,132,0,0,1,22,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302596,,70,131,0,0,1,23,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302597,,70,132,0,0,1,22,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302598,212,72,132,0,0,1,23,4,14,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302599,,73,132,0,0,1,23,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302600,,71,133,0,0,1,23,4,15,2,2,105,41,1,1,0,0,4,1,0,0,0
1505302601,,71,132,0,0,1,23,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302602,,71,132,0,0,1,23,4,14,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302603,,73,132,0,0,1,22,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302604,,73,132,0,0,1,22,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302605,212,72,132,0,0,1,21,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302606,,72,132,0,0,1,22,4,15,2,2,104,40,1,1,0,0,4,1,0,0,0
1505302607,,73,132,0,0,1,22,4,15,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302608,,73,131,0,0,1,21,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302609,,73,131,0,0,1,22,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302610,,74,131,0,0,1,20,4,14,2,2,103,41,1,1,0,0,4,1,0,0,0
1505302611,,72,131,0,0,1,20,4,15,2,2,103,40,1,1,0,0,4,1,0,0,0
1505302612,,73,132,0,0,1,23,4,15,2,2,104,41,1,1,0,0,4,1,0,0,0
1505302613,213,76,131,0,0,1,20,4,15,2,2,104,41,1,1,0,0,8,1,0,0,0
1505302614,,75,131,0,0,1,23,4,14,2,2,103,41,1,1,0,0,6,1,0,0,0
1505302615,,75,132,0,0,1,21,4,15,2,2,103,40,1,1,0,0,6,1,0,0,0
1505302616,,76,132,0,0,1,22,4,14,2,2,103,40,1,1,0,0,6,1,0,0,0
1505302617,,74,132,0,0,1,22,4,15,2,2,103,41,1,1,0,0,6,1,0,0,0
1505302618,,74,132,0,0,1,23,4,14,2,2,105,41,1,1,0,0,6,1,0,0,0
1505302619,,73,133,0,0,1,22,4,15,2,2,105,41,1,1,0,0,6,1,0,0,0
1505302620,,73,132,0,0,1,22,4,14,2,2,103,40,1,1,0,0,5,1,0,0,0
1505302621,,72,132,0,0,1,22,4,15,2,2,104,41,1,1,0,0,6,1,0,0,0
1505302622,215,73,131,0,0,1,23,4,14,2,2,104,40,1,1,0,0,6,1,0,0,0
1505302623,,72,131,0,0,1,24,4,14,2,2,103,41,1,1,0,0,6,1,0,0,0
1505302624,,73,132,0,0,1,22,4,15,2,2,103,41,1,1,0,0,6,1,0,0,0
1505302625,,73,131,0,0,1,22,4,15,2,2,104,41,1,1,0,0,6,1,0,0,0
1505302626,,75,132,0,0,1,22,4,14,2,2,104,41,1,1,0,0,6,1,0,0,0
1505302627,,73,132,0,0,1,21,4,15,2,2,104,40,1,1,0,0,6,1,0,0,0
1505302628,,73,132,0,0,1,22,4,14,2,2,104,40,1,1,0,0,6,1,0,0,0
1505302629,,74,132,0,0,1,21,4,15,2,2,104,40,1,1,0,0,6,1,0,0,0
1505302630,215,74,132,0,0,1,21,4,15,2,2,104,41,1,1,0,0,6,1,0,0,0
1505302631,,73,132,0,0,1,23,4,15,2,2,104,41,1,1,0,0,6,1,0,0,0
1505302632,,73,131,0,0,1,23,4,14,2,2,103,41,1,1,0,0,6,1,0,0,0
